date,championship,series_id,map_number,hawk_match_id,team1,team2,team1_heroes,team2_heroes,winner,delta,delta_favored_team,team1_odds,team2_odds
2024-03-06,DreamLeague S 22,56679,1,115570,Gaimin Gladiators,OG,Dragon Knight|Brewmaster|Terrorblade|Mirana|Crystal Maiden,Phoenix|Invoker|Centaur Warrunner|Naga Siren|Techies,Gaimin Gladiators,-35.35,OG,1.60,2.25
2024-03-06,European Pro League S17 div 2,56782,2,115789,Nightshade Esports,Monte,Slardar|Undying|Techies|Dragon Knight|Terrorblade,Storm Spirit|Tiny|Sven|Mirana|Viper,Nightshade Esports,31.34,Nightshade Esports,2.23,1.62
2024-03-08,European Pro League S17 div 2,56854,3,116081,Monte,Nightshade Esports,Beastmaster|Primal Beast|Troll Warlord|Grimstroke|Tiny,Medusa|Death Prophet|Nyx Assassin|Invoker|Centaur Warrunner,Monte,-30.31,Nightshade Esports,1.50,2.40
2024-03-12,Elite League NA CQ,57142,1,116558,GRIN Esports,Nouns,Phoenix|Faceless Void|Primal Beast|Ember Spirit|Pugna,Tiny|Naga Siren|Mars|Crystal Maiden|Storm Spirit,Nouns,35.57,GRIN Esports,5.35,1.13
2024-03-12,Elite League WEU CQ,57130,1,116538,Entity,MOUZ,Morphling|Brewmaster|Batrider|Terrorblade|Puck,Dark Seer|Earthshaker|Leshrac|Phantom Assassin|Bane,Entity,-49.09,MOUZ,1.68,2.11
2024-03-12,Elite League CN CQ,57105,1,116459,Team Bright,The goal of all life is death,Tiny|Puck|Death Prophet|Chen|Morphling,Winter Wyvern|Undying|Primal Beast|Luna|Meepo,The goal of all life is death,-34.79,The goal of all life is death,1.52,2.35
2024-03-12,Elite League CN CQ,57105,2,116466,Team Bright,The goal of all life is death,Templar Assassin|Naga Siren|Hoodwink|Chen|Pangolier,Puck|Winter Wyvern|Mars|Crystal Maiden|Troll Warlord,Team Bright,-37.53,The goal of all life is death,1.47,2.58
2024-03-13,Elite League WEU CQ,57184,1,116666,MOUZ,rest farmers,Terrorblade|Pangolier|Dark Seer|Centaur Warrunner|Bane,Ember Spirit|Enigma|Chen|Gyrocopter|Tiny,rest farmers,-51.92,rest farmers,1.34,3.09
2024-03-14,Elite League SA CQ,57257,1,116833,Lava Esports,Estar backs,Crystal Maiden|Alchemist|Zeus|Kunkka|Doom,Shadow Demon|Dark Seer|Batrider|Elder Titan|Faceless Void,Estar backs,33.26,Lava Esports,3.29,1.31
2024-03-14,Elite League SEA CQ,57148,2,116729,Geek Fam,Team Darleng 2.0,Pangolier|Dark Willow|Razor|Gyrocopter|Io,Windranger|Faceless Void|Mirana|Terrorblade|Leshrac,Geek Fam,-35.46,Team Darleng 2.0,1.32,3.10
2024-03-16,Elite League EEU CQ,57360,1,117081,Yellow Submarine,9Pandas,Crystal Maiden|Primal Beast|Rubick|Dark Seer|Sven,Pugna|Mars|Naga Siren|Skywrath Mage|Arc Warden,9Pandas,60.33,Yellow Submarine,1.92,1.82
2024-03-20,DreamLeague S23 EEU CQ,57684,2,117652,L1ga Team,Night Pulse,Techies|Mars|Batrider|Templar Assassin|Alchemist,Puck|Enchantress|Faceless Void|Crystal Maiden|Tidehunter,Night Pulse,-34.52,Night Pulse,1.47,2.58
2024-03-21,DreamLeague S23 NA CQ,57783,2,117851,team_monkeys-,Fart Studios,Pangolier|Chen|Omniknight|Troll Warlord|Hoodwink,Primal Beast|Razor|Mirana|Sven|Crystal Maiden,team_monkeys-,-33.40,Fart Studios,1.45,2.60
2024-03-22,DreamLeague S23 CN CQ,57709,1,117864,G2 x iG,Dark Horse,Chen|Troll Warlord|Meepo|Lion|Pangolier,Faceless Void|Techies|Kunkka|Phoenix|Razor,G2 x iG,-30.68,Dark Horse,1.11,5.91
2024-03-23,DreamLeague S23 CN CQ,57907,3,118115,Dark Horse,KEV,Techies|Meepo|Naga Siren|Lion|Windranger,Grimstroke|Ember Spirit|Weaver|Razor|Tusk,Dark Horse,36.10,Dark Horse,3.59,1.26
2024-03-28,PGL Wallachia S1 WEU CQ,58260,3,118917,OG,Tundra Esports,Disruptor|Tidehunter|Luna|Doom|Primal Beast,Mirana|Omniknight|Brewmaster|Bane|Meepo,OG,43.02,OG,2.81,1.40
2024-03-29,RES Regional EU #1,58263,1,119047,GRIN Esports,Yellow Submarine,Disruptor|Bloodseeker|Rubick|Zeus|Beastmaster,Tusk|Grimstroke|Anti-Mage|Puck|Primal Beast,GRIN Esports,33.49,GRIN Esports,3.99,1.22
2024-03-29,RES Regional EU #1,58278,1,119038,MarsBet Team,Nemiga Gaming,Zeus|Gyrocopter|Medusa|Disruptor|Slardar,Lifestealer|Keeper of the Light|Techies|Beastmaster|Tiny,Nemiga Gaming,30.35,MarsBet Team,2.07,1.70
2024-03-31,Elite League,58289,1,119125,KEV,Nouns,Tiny|Leshrac|Oracle|Bloodseeker|Bristleback,Terrorblade|Rubick|Brewmaster|Pangolier|Disruptor,Nouns,31.59,KEV,2.50,1.55
2024-04-03,Elite League,58464,2,119494,Virtus.pro,Nouns,Pangolier|Morphling|Batrider|Broodmother|Disruptor,Bane|Centaur Warrunner|Grimstroke|Primal Beast|Medusa,Virtus.pro,-34.78,Nouns,1.60,2.30
2024-04-10,RES Regional Series: SEA #2,58790,1,120179,Grills Gaming,Outcast,Keeper of the Light|Disruptor|Death Prophet|Crystal Maiden|Troll Warlord,Timbersaw|Ember Spirit|Morphling|Treant Protector|Hoodwink,Outcast,39.27,Grills Gaming,5.32,1.14
2024-04-12,Elite League,58873,1,120346,Team Liquid,Azure Ray,Dragon Knight|Luna|Batrider|Puck|Bane,Dark Seer|Razor|Venomancer|Gyrocopter|Tiny,Azure Ray,-36.77,Azure Ray,1.62,2.30
2024-04-13,Elite League,58980,3,120558,Team Liquid,Xtreme Gaming,Crystal Maiden|Techies|Pangolier|Brewmaster|Medusa,Dark Willow|Dark Seer|Bloodseeker|Clinkz|Clockwerk,Xtreme Gaming,-38.05,Xtreme Gaming,1.55,2.40
2024-04-20,RES Regional LATAM #2,59210,1,121156,AcatSuki,South Team,Tusk|Razor|Skywrath Mage|Morphling|Primal Beast,Weaver|Bloodseeker|Grimstroke|Brewmaster|Dragon Knight,AcatSuki,-30.30,South Team,1.70,2.08
2024-04-20,WINLINE InSight Season 5,59195,2,121130,Yellow Submarine,THE MAD RONIN,Enchantress|Brewmaster|Naga Siren|Batrider|Pangolier,Alchemist|Grimstroke|Primal Beast|Leshrac|Chen,THE MAD RONIN,-45.81,THE MAD RONIN,1.32,3.24
2024-04-21,European Pro League S17,59233,1,121160,Yellow Submarine,MOUZ,Gyrocopter|Pangolier|Dark Willow|Dragon Knight|Faceless Void,Tiny|Templar Assassin|Bloodseeker|Crystal Maiden|Dark Seer,MOUZ,34.80,Yellow Submarine,2.35,1.55
2024-04-23,RES Regional LATAM #2,59376,1,121486,x5 Gaming,AcatSuki,Leshrac|Gyrocopter|Muerta|Brewmaster|Shadow Demon,Grimstroke|Night Stalker|Pangolier|Morphling|Elder Titan,AcatSuki,49.44,x5 Gaming,2.88,1.37
2024-04-23,Kobolds Rave 2,59193,3,121438,KEV,Dark Horse,Timbersaw|Phoenix|Troll Warlord|Lion|Ember Spirit,Marci|Snapfire|Outworld Destroyer|Bane|Luna,KEV,-34.40,Dark Horse,1.73,2.03
2024-04-24,EPL World AM S10,59427,1,121586,Fantasy Gaming,VitaPLUR gum,Lifestealer|Shadow Demon|Brewmaster|Hoodwink|Queen of Pain,Zeus|Tiny|Beastmaster|Batrider|Luna,Fantasy Gaming,41.94,Fantasy Gaming,2.04,1.73
2024-04-24,ESL One Birmingham 2024,59444,1,121608,Tundra Esports,Heroic,Zeus|Elder Titan|Troll Warlord|Techies|Kunkka,Clockwerk|Dark Seer|Gyrocopter|Leshrac|Faceless Void,Tundra Esports,-42.54,Heroic,1.73,2.11
2024-04-27,RES Regional LATAM #2,59566,2,121915,Universitario Esports,Infamous,Puck|Morphling|Clockwerk|Timbersaw|Techies,Leshrac|Tiny|Venomancer|Faceless Void|Broodmother,Infamous,-32.59,Infamous,1.72,2.05
2024-04-29,Kobolds Rave 2,59623,1,122028,Team Zero,Team Bright,Razor|Marci|Batrider|Lifestealer|Slardar,Chaos Knight|Phoenix|Dark Willow|Primal Beast|Queen of Pain,Team Zero,-44.91,Team Bright,1.33,2.91
2024-05-02,Kobolds Rave 2,59753,1,122356,KEV,Team Bright,Elder Titan|Lion|Terrorblade|Zeus|Timbersaw,Leshrac|Slardar|Enchantress|Crystal Maiden|Luna,Team Bright,-31.34,Team Bright,1.42,2.50
2024-05-05,European Pro League S18,59852,1,122579,ASAKURA,One Move,Lycan|Razor|Bane|Hoodwink|Alchemist,Grimstroke|Morphling|Pugna|Tiny|Zeus,One Move,33.34,ASAKURA,1.92,1.78
2024-05-05,Minotaur League,59858,3,122613,Team Trust,Ardour,Beastmaster|Marci|Arc Warden|Troll Warlord|Lone Druid,Shadow Demon|Zeus|Jakiro|Primal Beast|Bloodseeker,Team Trust,-34.16,Ardour,1.17,4.40
2024-05-07,Kobolds Rave 2,59919,1,122772,Spiky Gaming,Team Bright,Dark Seer|Razor|Venomancer|Clockwerk|Terrorblade,Tiny|Abaddon|Templar Assassin|Zeus|Dark Willow,Spiky Gaming,44.46,Spiky Gaming,2.32,1.56
2024-05-10,PGL Wallachia S1,60032,2,123161,Team Falcons,Heroic,Chen|Chaos Knight|Centaur Warrunner|Shadow Demon|Monkey King,Phoenix|Earth Spirit|Razor|Sven|Earthshaker,Team Falcons,-32.81,Heroic,1.33,3.33
2024-05-10,PGL Wallachia S1,60026,3,123121,Azure Ray,Nouns,Kunkka|Lycan|Tiny|Drow Ranger|Techies,Shadow Demon|Doom|Crystal Maiden|Timbersaw|Gyrocopter,Nouns,-34.98,Nouns,1.30,3.33
2024-05-11,PGL Wallachia S1,60104,1,123176,Team Spirit,Gaimin Gladiators,Dark Willow|Mars|Razor|Enchantress|Slark,Dragon Knight|Lifestealer|Bane|Doom|Clinkz,Gaimin Gladiators,33.16,Team Spirit,2.00,1.80
2024-05-12,European Pro League S18,60126,4,123311,1win Team,SIBE Team,Windranger|Batrider|Pangolier|Tusk|Lycan,Faceless Void|Chen|Enigma|Dragon Knight|Tiny,1win Team,-35.63,SIBE Team,1.42,2.73
2024-05-16,PGL Wallachia S1,60296,1,123647,Team Spirit,Aurora,Bane|Magnus|Dragon Knight|Drow Ranger|Treant Protector,Dark Seer|Zeus|Clockwerk|Bristleback|Io,Aurora,-46.96,Aurora,1.82,1.98
2024-05-20,DreamLeague S23,60430,1,123973,Azure Ray,BetBoom Team,Viper|Oracle|Clinkz|Storm Spirit|Tiny,Rubick|Gyrocopter|Night Stalker|Clockwerk|Keeper of the Light,Azure Ray,39.73,Azure Ray,2.30,1.60
2024-05-21,DreamLeague S23,60441,1,123985,Azure Ray,Natus Vincere,Beastmaster|Treant Protector|Razor|Clinkz|Hoodwink,Techies|Faceless Void|Centaur Warrunner|Timbersaw|Enchantress,Natus Vincere,-35.15,Natus Vincere,1.78,1.97
2024-05-21,EPL World AM S11,60539,2,124252,Lava Esports,South Team,Kunkka|Razor|Clockwerk|Dark Willow|Clinkz,Bane|Beastmaster|Grimstroke|Luna|Slardar,Lava Esports,43.55,Lava Esports,2.13,1.61
2024-05-22,DreamLeague S23,60611,1,124378,Heroic,Team Liquid,Doom|Dragon Knight|Shadow Demon|Hoodwink|Lifestealer,Disruptor|Enchantress|Monkey King|Brewmaster|Shadow Fiend,Heroic,32.18,Heroic,3.07,1.34
2024-05-27,EPL World AM S11,60565,1,124958,Qhali,GRIN Esports,Pudge|Crystal Maiden|Lycan|Dark Willow|Leshrac,Shadow Shaman|Earth Spirit|Gyrocopter|Storm Spirit|Dark Seer,Qhali,-32.85,GRIN Esports,1.73,1.98
2024-06-09,The International 2024: NA CQ,61896,1,127043,GRIN Esports,the hut,Mirana|Elder Titan|Sand King|Hoodwink|Zeus,Chen|Keeper of the Light|Rubick|Dark Seer|Tiny,GRIN Esports,-34.15,the hut,1.48,2.51
2024-06-09,The International 2024: CN CQ,61869,3,127020,Azure Ray,KEV,Leshrac|Dark Seer|Clockwerk|Lifestealer|Chen,Io|Phoenix|Dragon Knight|Timbersaw|Marci,Azure Ray,-30.62,KEV,1.30,3.20
2024-06-10,Leon Masters #1,61967,1,127140,L1ga Team,PSG Quest,Dark Seer|Spirit Breaker|Chaos Knight|Rubick|Io,Brewmaster|Hoodwink|Treant Protector|Tiny|Vengeful Spirit,PSG Quest,39.84,L1ga Team,3.44,1.26
2024-06-11,Leon Masters #1,61979,2,127266,Twisted Minds,JustBetter,Templar Assassin|Rubick|Venomancer|Slardar|Ember Spirit,Clockwerk|Storm Spirit|Batrider|Viper|Chaos Knight,Twisted Minds,-32.56,JustBetter,1.39,2.77
2024-06-11,The International 2024: CN CQ,61972,3,127231,LGD Gaming,Azure Ray,Leshrac|Chaos Knight|Bane|Clockwerk|Dark Seer,Witch Doctor|Doom|Shadow Shaman|Weaver|Outworld Destroyer,Azure Ray,-34.26,Azure Ray,1.64,2.17
2024-06-12,The International 2024: NA CQ,62086,1,127439,Shopify Rebellion,Nouns,Tusk|Crystal Maiden|Brewmaster|Pangolier|Weaver,Clockwerk|Storm Spirit|Pugna|Chaos Knight|Dark Seer,Nouns,-34.35,Nouns,1.54,2.38
2024-06-18,The International 2024: SA CQ,62323,3,128095,Cuyes Esports,BOOM Esports,Dark Seer|Phoenix|Storm Spirit|Dark Willow|Terrorblade,Weaver|Pangolier|Tusk|Troll Warlord|Dragon Knight,BOOM Esports,58.55,Cuyes Esports,2.43,1.52
2024-06-19,The International 2024: WEU CQ,62350,2,128158,Tundra Esports,NAVI Junior,Elder Titan|Dark Willow|Centaur Warrunner|Storm Spirit|Broodmother,Ursa|Crystal Maiden|Dark Seer|Void Spirit|Shadow Demon,Tundra Esports,-50.15,NAVI Junior,1.17,4.40
2024-06-20,The International 2024: WEU CQ,62405,1,128299,PSG Quest,Team Bald Reborn,Elder Titan|Brewmaster|Tiny|Vengeful Spirit|Hoodwink,Winter Wyvern|Necrophos|Dark Seer|Invoker|Marci,PSG Quest,-56.09,Team Bald Reborn,1.22,4.00
2024-06-21,Leon Masters #1,62465,2,128424,SIBE Team,Night Pulse,Rubick|Dark Willow|Shadow Fiend|Dark Seer|Windranger,Night Stalker|Lifestealer|Elder Titan|Weaver|Lina,SIBE Team,34.80,SIBE Team,2.68,1.39
2024-06-22,The International 2024: WEU CQ,62512,1,128482,Team Secret,PSG Quest,Ursa|Dark Willow|Void Spirit|Centaur Warrunner|Clockwerk,Elder Titan|Dark Seer|Pangolier|Hoodwink|Vengeful Spirit,PSG Quest,32.03,Team Secret,2.38,1.61
2024-06-22,European Pro League Season 19: D2,62515,3,128485,Tony's 5 Friends,V1dar Gaming,Chaos Knight|Keeper of the Light|Spirit Breaker|Clockwerk|Dark Seer,Dark Willow|Elder Titan|Ember Spirit|Beastmaster|Shadow Fiend,V1dar Gaming,42.25,Tony's 5 Friends,2.48,1.45
2024-06-22,The International 2024: SEA CQ,62497,2,128465,Execration,PRISM Esports,Elder Titan|Razor|Ember Spirit|Enchantress|Tiny,Lycan|Enigma|Windranger|Void Spirit|Weaver,Execration,-49.52,PRISM Esports,1.54,2.39
2024-06-24,RES Regional Series: LATAM #3,62623,1,128726,Infamous Gaming,Hokori,Phoenix|Beastmaster|Templar Assassin|Pangolier|Dark Willow,Underlord|Hoodwink|Clinkz|Leshrac|Shadow Demon,Infamous Gaming,-46.25,Hokori,1.45,2.47
2024-06-24,Elite League S2 NA  CQ,62574,2,128710,GRIN Esports,Mexican Talents,Undying|Vengeful Spirit|Morphling|Templar Assassin|Night Stalker,Lina|Crystal Maiden|Dark Willow|Phantom Lancer|Tiny,GRIN Esports,-37.80,Mexican Talents,1.13,5.40
2024-06-24,Elite League S2 SEA CQ,62609,3,128686,IHC Esports,Yangon Galacticos,Brewmaster|Dark Willow|Primal Beast|Lifestealer|Phoenix,Snapfire|Tiny|Vengeful Spirit|Ember Spirit|Ursa,IHC Esports,31.71,IHC Esports,1.94,1.74
2024-06-24,Elite League S2 CN CQ,62553,1,128611,Team Bright,Crocodile,Timbersaw|Void Spirit|Razor|Ancient Apparition|Tiny,Weaver|Crystal Maiden|Storm Spirit|Brewmaster|Gyrocopter,Crocodile,-38.74,Crocodile,1.57,2.29
2024-06-25,Elite League S2 SA CQ,62681,2,128886,Leviatán,Cuyes Esports,Hoodwink|Monkey King|Chaos Knight|Dark Seer|Warlock,Timbersaw|Lich|Weaver|Techies|Pangolier,Cuyes Esports,-48.65,Cuyes Esports,1.60,2.24
2024-06-25,Elite League S2 SEA CQ,62647,2,128804,Bleed Esports,TNC Predator,Dark Seer|Crystal Maiden|Rubick|Faceless Void|Void Spirit,Spirit Breaker|Broodmother|Witch Doctor|Razor|Weaver,Bleed Esports,35.92,Bleed Esports,2.17,1.58
2024-06-27,Elite League S2 EEU CQ,62748,3,129114,Yellow Submarine,9Pandas,Witch Doctor|Ursa|Tiny|Rubick|Dark Seer,Hoodwink|Morphling|Underlord|Monkey King|Elder Titan,Yellow Submarine,41.65,Yellow Submarine,2.10,1.60
2024-06-28,RES Regional Series: LATAM #3,62855,2,129365,Pacific eSports,Lava Esports,Jakiro|Chaos Knight|Gyrocopter|Dark Seer|Keeper of the Light,Beastmaster|Tiny|Dazzle|Rubick|Shadow Fiend,Lava Esports,47.52,Pacific eSports,4.02,1.22
2024-06-30,1win Series Summer,62957,3,129547,Team Spirit,Gaimin Gladiators,Brewmaster|Chaos Knight|Necrophos|Elder Titan|Rubick,Broodmother|Ember Spirit|Crystal Maiden|Gyrocopter|Dark Seer,Team Spirit,-76.54,Gaimin Gladiators,1.82,1.92
2024-06-30,CCT Series 1,62940,1,129500,Twisted Minds,Dragon Esports,Slardar|Tiny|Templar Assassin|Disruptor|Hoodwink,Underlord|Monkey King|Crystal Maiden|Chaos Knight|Weaver,Dragon Esports,-30.48,Dragon Esports,1.61,2.24
2024-07-01,CyberScore Cup,62984,3,129644,Twisted Minds,Dragon Esports Club,Dark Willow|Io|Monkey King|Chaos Knight|Doom,Gyrocopter|Crystal Maiden|Primal Beast|Phoenix|Batrider,Twisted Minds,-33.28,Dragon Esports Club,1.54,2.37
