date,championship,series_id,map_number,hawk_match_id,team1,team2,team1_heroes,team2_heroes,winner,delta,delta_favored_team,team1_odds,team2_odds
2024-02-19,Games of the Future 2024,56013,1,113966,Geek Fam,BOOM Esports,Zeus|Hoodwink|Doom|Naga Siren|Mirana,Medusa|Crystal Maiden|Lion|Alchemist|Mars,Geek Fam,-38.66,BOOM Esports,2.14,1.69
2024-02-25,United Series 1,56345,2,114783,Kaiser,Hokori,Mirana|Pangolier|Naga Siren|Doom|Dark Seer,Treant Protector|Dragon Knight|Beastmaster|Hoodwink|Medusa,Hokori,55.58,Kaiser,1.72,2.05
2024-02-25,DreamLeague S 22,56270,2,114742,Tundra Esports,Xtreme Gaming,Batrider|Elder Titan|Templar Assassin|Primal Beast|Night Stalker,Oracle|Centaur Warrunner|Faceless Void|Crystal Maiden|Viper,Xtreme Gaming,-37.14,Xtreme Gaming,2.44,1.52
2024-02-25,DreamLeague S 22,56264,2,114704,1win Team,Team Liquid,Tiny|Windranger|Tusk|Lion|Timbersaw,Brewmaster|Rubick|Puck|Muerta|Luna,Team Liquid,-30.95,Team Liquid,3.75,1.25
2024-02-26,DreamLeague S 22,56327,1,114724,1win Team,Team Secret,Medusa|Pangolier|Tiny|Death Prophet|Chen,Mirana|Hoodwink|Naga Siren|Timbersaw|Anti-Mage,Team Secret,-37.62,Team Secret,2.25,1.65
2024-02-27,DreamLeague S 22,56359,1,114771,Team Liquid,Tundra Esports,Doom|Puck|Rubick|Shadow Demon|Weaver,Tiny|Batrider|Brewmaster|Elder Titan|Luna,Tundra Esports,49.20,Team Liquid,1.55,2.35
2024-02-27,DreamLeague S 22,56358,2,114997,Virtus.pro,Team Falcons,Pugna|Naga Siren|Huskar|Mirana|Doom,Lion|Medusa|Crystal Maiden|Mars|Earthshaker,Team Falcons,-40.19,Team Falcons,2.90,1.38
2024-02-28,European Pro League S17 div 2,56470,2,115082,Passion UA,HAVU Gaming,Kunkka|Medusa|Techies|Batrider|Earthshaker,Doom|Snapfire|Mirana|Shadow Demon|Naga Siren,Passion UA,33.44,Passion UA,1.35,3.06
2024-03-01,RES - Regional Series LATAM 1,56563,2,115310,AcatSuki,South Team,Tiny|Lone Druid|Windranger|Chen|Gyrocopter,Brewmaster|Ember Spirit|Timbersaw|Lion|Grimstroke,South Team,52.35,AcatSuki,1.41,2.77
2024-03-01,European Pro League S17 div 2,56545,2,115298,Passion UA,Nightshade Esports,Kunkka|Sven|Enchantress|Puck|Crystal Maiden,Dark Seer|Meepo|Tiny|Venomancer|Bounty Hunter,Nightshade Esports,48.34,Passion UA,1.58,2.28
2024-03-01,DreamLeague S 22,56523,2,115292,BetBoom Team,OG,Storm Spirit|Slardar|Chen|Meepo|Shadow Demon,Terrorblade|Keeper of the Light|Hoodwink|Dragon Knight|Ember Spirit,BetBoom Team,46.27,BetBoom Team,1.55,2.40
2024-03-04,DreamLeague S 22,56615,1,115429,Xtreme Gaming,Aurora,Primal Beast|Mirana|Lifestealer|Anti-Mage|Phoenix,Medusa|Razor|Crystal Maiden|Kunkka|Batrider,Xtreme Gaming,37.71,Xtreme Gaming,1.51,2.45
2024-03-06,DreamLeague S 22,56680,1,115571,Shopify Rebellion,Xtreme Gaming,Lion|Arc Warden|Templar Assassin|Phoenix|Mars,Shadow Demon|Doom|Void Spirit|Lifestealer|Terrorblade,Xtreme Gaming,-32.53,Xtreme Gaming,2.29,1.58
2024-03-06,DreamLeague S 22,56680,2,115824,Shopify Rebellion,Xtreme Gaming,Mirana|Centaur Warrunner|Death Prophet|Rubick|Sven,Techies|Dragon Knight|Templar Assassin|Ursa|Grimstroke,Shopify Rebellion,-32.27,Xtreme Gaming,2.40,1.55
2024-03-11,Elite League WEU CQ,57042,2,116375,Nightshade Esports,rest farmers,Lone Druid|Timbersaw|Undying|Puck|Nature's Prophet,Lion|Faceless Void|Pugna|Viper|Riki,rest farmers,-32.02,rest farmers,3.35,1.30
2024-03-11,Elite League CN CQ,57013,1,116296,Team Bright,Eagle,Mirana|Gyrocopter|Storm Spirit|Mars|Crystal Maiden,Razor|Naga Siren|Dragon Knight|Shadow Demon|Techies,Eagle,31.07,Team Bright,1.50,2.40
2024-03-12,Elite League WEU CQ,57090,2,116504,Ninja Penguins,MOUZ,Pangolier|Timbersaw|Elder Titan|Shadow Shaman|Arc Warden,Gyrocopter|Puck|Terrorblade|Shadow Demon|Omniknight,MOUZ,-47.06,MOUZ,2.94,1.37
2024-03-14,Elite League EEU CQ,57201,2,116784,L1ga Team,Nemiga Gaming,Skywrath Mage|Doom|Primal Beast|Enchantress|Alchemist,Phantom Assassin|Tiny|Techies|Keeper of the Light|Pugna,L1ga Team,30.16,L1ga Team,1.32,3.10
2024-03-15,Elite League EEU CQ,57285,1,116920,Night Pulse,L1ga Team,Tiny|Gyrocopter|Techies|Magnus|Naga Siren,Rubick|Juggernaut|Mars|Crystal Maiden|Templar Assassin,Night Pulse,-33.23,L1ga Team,2.80,1.38
2024-03-21,DreamLeague S23 NA CQ,57692,2,117677,SoSteam,Fart Studios,Leshrac|Lifestealer|Tiny|Razor|Chen,Mirana|Crystal Maiden|Mars|Queen of Pain|Faceless Void,Fart Studios,-36.56,Fart Studios,3.46,1.28
2024-03-24,DreamLeague S23 SA CQ,58043,3,118392,Heroic,Estar backs,Huskar|Shadow Demon|Primal Beast|Weaver|Clockwerk,Pangolier|Luna|Magnus|Grimstroke|Batrider,Estar backs,33.21,Heroic,1.46,2.60
2024-03-28,RES Regional EU #1,58235,2,118914,Yellow Submarine,NextUp,Leshrac|Techies|Mars|Tiny|Phantom Lancer,Tusk|Razor|Batrider|Terrorblade|Pangolier,Yellow Submarine,32.47,Yellow Submarine,1.28,3.46
2024-03-29,WINLINE InSight Season 5,58275,2,119046,Night Pulse,PARTIZAN,Chen|Sniper|Luna|Snapfire|Mars,Techies|Tidehunter|Tusk|Templar Assassin|Leshrac,Night Pulse,31.15,Night Pulse,1.10,6.21
2024-03-31,Elite League,58284,2,119176,Heroic,Tundra Esports,Kunkka|Enchantress|Gyrocopter|Lifestealer|Elder Titan,Chen|Slardar|Rubick|Omniknight|Meepo,Heroic,-32.43,Tundra Esports,2.80,1.42
2024-04-04,Elite League,58503,2,119602,Team Secret,Aurora,Earthshaker|Gyrocopter|Jakiro|Razor|Puck,Naga Siren|Shadow Demon|Tusk|Enigma|Timbersaw,Aurora,38.17,Team Secret,1.84,1.90
2024-04-04,RES Regional Series: SEA #2,58494,1,119540,Neon Esports,Team Tough,Crystal Maiden|Dragon Knight|Phoenix|Omniknight|Lifestealer,Batrider|Tusk|Bloodseeker|Windranger|Kunkka,Team Tough,41.29,Neon Esports,1.36,3.04
2024-04-05,Elite League,58551,2,119726,Team Falcons,PSG Quest,Crystal Maiden|Disruptor|Underlord|Wraith King|Primal Beast,Doom|Enchantress|Medusa|Tiny|Batrider,Team Falcons,33.56,Team Falcons,1.25,3.70
2024-04-05,Elite League,58548,1,119627,Blacklist International,Aurora,Lifestealer|Beastmaster|Chen|Mirana|Primal Beast,Crystal Maiden|Death Prophet|Batrider|Enigma|Naga Siren,Aurora,-37.26,Aurora,1.94,1.80
2024-04-05,Elite League,58548,2,119705,Blacklist International,Aurora,Bane|Luna|Snapfire|Pangolier|Dragon Knight,Elder Titan|Terrorblade|Leshrac|Enigma|Batrider,Aurora,-38.25,Aurora,1.95,1.80
2024-04-06,RES Regional Series: SEA #2,58653,1,119817,The Immortal,Team Tough,Pangolier|Terrorblade|Windranger|Techies|Disruptor,Rubick|Puck|Bloodseeker|Bane|Kunkka,Team Tough,-35.57,Team Tough,3.20,1.26
2024-04-07,Elite League,58601,1,119744,Xtreme Gaming,Tundra Esports,Shadow Demon|Centaur Warrunner|Elder Titan|Zeus|Luna,Sniper|Drow Ranger|Disruptor|Batrider|Brewmaster,Xtreme Gaming,33.51,Xtreme Gaming,1.78,1.97
2024-04-09,Elite League,58708,2,120117,Azure Ray,Entity,Dark Seer|Kunkka|Tiny|Crystal Maiden|Gyrocopter,Centaur Warrunner|Luna|Ember Spirit|Elder Titan|Batrider,Azure Ray,34.47,Azure Ray,1.80,2.02
2024-04-10,RES Regional Series: SEA #2,58797,2,120226,IHC,Execration,Batrider|Chen|Morphling|Templar Assassin|Pangolier,Hoodwink|Clockwerk|Slark|Omniknight|Primal Beast,IHC,-42.69,Execration,2.10,1.60
2024-04-14,European Pro League S17,58996,1,120609,ASAKURA,Yellow Submarine,Tiny|Razor|Brewmaster|Jakiro|Monkey King,Crystal Maiden|Centaur Warrunner|Shadow Demon|Leshrac|Weaver,ASAKURA,-41.52,Yellow Submarine,3.53,1.28
2024-04-14,European Pro League S17,58996,2,120620,ASAKURA,Yellow Submarine,Dark Seer|Marci|Batrider|Io|Puck,Techies|Enigma|Dark Willow|Kunkka|Luna,Yellow Submarine,-37.91,Yellow Submarine,3.66,1.22
2024-04-16,RES Regional Series: SEA #2,59046,3,120784,Team Tough,MAG.Garuda,Brewmaster|Lifestealer|Gyrocopter|Ember Spirit|Hoodwink,Primal Beast|Elder Titan|Templar Assassin|Techies|Mars,Team Tough,36.31,Team Tough,1.47,2.58
2024-04-17,European Pro League S17,59082,1,120812,L1ga Team,rest farmers,Dark Willow|Chen|Primal Beast|Doom|Luna,Weaver|Dazzle|Pangolier|Vengeful Spirit|Tusk,rest farmers,36.22,L1ga Team,1.56,2.33
2024-04-17,Kobolds Rave 2,59079,1,120832,KEV,Team Zero,Tusk|Razor|Bloodseeker|Lifestealer|Grimstroke,Weaver|Disruptor|Centaur Warrunner|Timbersaw|Dark Willow,KEV,-34.26,Team Zero,2.01,1.75
2024-04-21,European Pro League S17,59250,1,121200,NAVI Junior,MOUZ,Medusa|Batrider|Pangolier|Keeper of the Light|Gyrocopter,Alchemist|Tiny|Centaur Warrunner|Shadow Demon|Leshrac,NAVI Junior,-34.08,MOUZ,2.04,1.72
2024-04-22,Kobolds Rave 2,59269,3,121293,Neon Esports,Team Zero,Shadow Demon|Mars|Crystal Maiden|Slardar|Alchemist,Kunkka|Zeus|Clinkz|Elder Titan|Batrider,Team Zero,34.56,Neon Esports,1.85,1.90
2024-04-23,ESL One Birmingham 2024,59332,2,121491,Team Spirit,Tundra Esports,Mars|Dark Willow|Storm Spirit|Enchantress|Anti-Mage,Tiny|Elder Titan|Rubick|Brewmaster|Morphling,Team Spirit,44.99,Team Spirit,1.85,1.96
2024-04-23,ESL One Birmingham 2024,59331,2,121492,Heroic,OG,Timbersaw|Pangolier|Bane|Grimstroke|Lifestealer,Rubick|Magnus|Chaos Knight|Razor|Chen,OG,-58.00,OG,2.26,1.64
2024-04-24,RES Regional LATAM #2,59428,1,121622,Midas Club,Lava Esports,Enchantress|Gyrocopter|Luna|Pangolier|Slardar,Grimstroke|Faceless Void|Snapfire|Tiny|Dark Seer,Midas Club,38.07,Midas Club,1.55,2.35
2024-04-24,ESL One Birmingham 2024,59445,1,121609,Xtreme Gaming,Team Spirit,Juggernaut|Grimstroke|Templar Assassin|Dark Willow|Primal Beast,Pangolier|Luna|Zeus|Snapfire|Elder Titan,Xtreme Gaming,33.01,Xtreme Gaming,1.65,2.16
2024-04-25,RES Regional LATAM #2,59471,1,121724,Lava Esports,BOOM Esports,Elder Titan|Centaur Warrunner|Batrider|Dragon Knight|Luna,Tiny|Dark Seer|Windranger|Kunkka|Oracle,BOOM Esports,-46.35,BOOM Esports,5.17,1.14
2024-04-27,RES Regional LATAM #2,59567,1,121920,Lava Esports,Estar backs,Elder Titan|Huskar|Grimstroke|Doom|Luna,Vengeful Spirit|Clockwerk|Kunkka|Dark Seer|Shadow Fiend,Estar backs,-33.40,Estar backs,3.25,1.32
2024-04-28,EPL World AM S10,59613,3,122021,Leviatán,Beastcoast,Razor|Leshrac|Batrider|Chaos Knight|Elder Titan,Crystal Maiden|Weaver|Primal Beast|Centaur Warrunner|Shadow Demon,Beastcoast,-52.06,Beastcoast,2.45,1.51
2024-04-28,EPL World AM S10,59607,1,121984,Infinity,Beastcoast,Bane|Brewmaster|Dragon Knight|Weaver|Luna,Hoodwink|Doom|Enchantress|Slark|Dark Seer,Beastcoast,-76.20,Beastcoast,2.20,1.64
2024-04-28,BetBoom Streamers Battle season 6,59592,4,121999,Travoman Team,Cooman Team,Omniknight|Earthshaker|Dark Seer|Monkey King|Dazzle,Earth Spirit|Jakiro|Bloodseeker|Bane|Lion,Travoman Team,32.56,Travoman Team,1.70,2.03
2024-04-28,ESL One Birmingham 2024,59595,2,121980,Tundra Esports,Team Falcons,Medusa|Clinkz|Hoodwink|Kunkka|Elder Titan,Enchantress|Sven|Doom|Anti-Mage|Windranger,Team Falcons,-34.89,Team Falcons,2.50,1.53
2024-04-30,Kobolds Rave 2,59633,2,122150,Yangon Galacticos,Team Bright,Ember Spirit|Centaur Warrunner|Mirana|Hoodwink|Naga Siren,Gyrocopter|Primal Beast|Phoenix|Necrophos|Lion,Yangon Galacticos,-36.11,Team Bright,2.00,1.65
2024-05-02,Minotaur League,59705,3,122347,Team Freedom,Salvation Gaming,Clinkz|Vengeful Spirit|Keeper of the Light|Bounty Hunter|Legion Commander,Storm Spirit|Timbersaw|Pugna|Disruptor|Naga Siren,Salvation Gaming,-32.94,Salvation Gaming,3.10,1.32
2024-05-03,European Pro League S18,59774,2,122465,One Move,NAVI Junior,Techies|Venomancer|Pangolier|Timbersaw|Monkey King,Pudge|Keeper of the Light|Lich|Batrider|Bloodseeker,NAVI Junior,-33.30,NAVI Junior,4.38,1.19
2024-05-03,Minotaur League,59771,3,122447,Team Freedom,Team Trust,Grimstroke|Troll Warlord|Death Prophet|Rubick|Brewmaster,Leshrac|Chen|Nature's Prophet|Luna|Beastmaster,Team Trust,-57.36,Team Trust,4.00,1.20
2024-05-05,European Pro League S18,59850,1,122577,SIBE Team,B8,Luna|Gyrocopter|Tiny|Kunkka|Underlord,Batrider|Io|Magnus|Dark Seer|Chaos Knight,SIBE Team,32.86,SIBE Team,1.53,2.40
2024-05-07,Kobolds Rave 2,59920,1,122773,Team Zero,IHC Esports,Viper|Chen|Weaver|Tiny|Timbersaw,Keeper of the Light|Gyrocopter|Crystal Maiden|Tusk|Pangolier,IHC Esports,33.47,Team Zero,1.28,3.18
2024-05-08,RES Regional EU #2,59931,2,122934,B8,Dandelions,Dragon Knight|Gyrocopter|Doom|Shadow Demon|Windranger,Meepo|Viper|Timbersaw|Crystal Maiden|Tiny,Dandelions,-33.67,Dandelions,2.15,1.62
2024-05-11,PGL Wallachia S1,60105,2,123235,G2 x iG,Team Secret,Doom|Dark Willow|Enchantress|Weaver|Faceless Void,Centaur Warrunner|Medusa|Keeper of the Light|Treant Protector|Batrider,Team Secret,37.22,G2 x iG,1.42,2.88
2024-05-14,RES Regional EU #2,60217,1,123543,Nemiga Gaming,rest farmers,Keeper of the Light|Mars|Gyrocopter|Bane|Luna,Chaos Knight|Venomancer|Clockwerk|Zeus|Doom,rest farmers,-37.03,rest farmers,2.00,1.72
2024-05-15,PGL Wallachia S1,60247,1,123531,BOOM Esports,Shopify Rebellion,Bane|Morphling|Hoodwink|Mars|Tiny,Shadow Demon|Centaur Warrunner|Naga Siren|Templar Assassin|Disruptor,Shopify Rebellion,-31.87,Shopify Rebellion,2.05,1.75
2024-05-16,RES Regional EU #2,60291,1,123754,Night Pulse,Monte,Sniper|Hoodwink|Naga Siren|Morphling|Centaur Warrunner,Razor|Venomancer|Chaos Knight|Enigma|Tiny,Night Pulse,31.79,Night Pulse,1.55,2.35
2024-05-18,EPL World AM S11,60392,1,123958,South Team,Cuyes Esports,Templar Assassin|Keeper of the Light|Slardar|Hoodwink|Grimstroke,Terrorblade|Doom|Crystal Maiden|Shadow Demon|Pangolier,Cuyes Esports,-34.94,Cuyes Esports,3.54,1.27
2024-05-19,EPL World AM S11,60454,2,124060,South Team,Estar backs,Clockwerk|Brewmaster|Zeus|Razor|Clinkz,Hoodwink|Shadow Fiend|Lifestealer|Chen|Centaur Warrunner,South Team,-34.32,Estar backs,2.54,1.43
2024-05-19,EPL World AM S11,60453,1,124047,Midas Club,NoPing Esports,Marci|Slardar|Chen|Clinkz|Zeus,Nature's Prophet|Doom|Tusk|Keeper of the Light|Grimstroke,Midas Club,73.99,Midas Club,1.53,2.29
2024-05-19,EPL World AM S11,60452,1,124037,Fantasy Gaming,Qhali,Gyrocopter|Lina|Marci|Slardar|Rubick,Centaur Warrunner|Troll Warlord|Bane|Techies|Razor,Qhali,-35.55,Qhali,2.02,1.74
2024-05-19,PGL Wallachia S1,60465,1,124026,Xtreme Gaming,Team Spirit,Lifestealer|Razor|Riki|Bane|Dark Seer,Grimstroke|Lina|Io|Mars|Terrorblade,Xtreme Gaming,33.10,Xtreme Gaming,1.62,2.30
2024-05-20,EPL World AM S11,60481,3,124169,Estar backs,Infinity,Pugna|Weaver|Brewmaster|Magnus|Luna,Slardar|Anti-Mage|Dark Willow|Dark Seer|Oracle,Infinity,-33.78,Infinity,2.03,1.73
2024-05-20,DreamLeague S23,60421,1,123964,Gaimin Gladiators,PSG Quest,Sniper|Batrider|Clinkz|Dark Seer|Treant Protector,Doom|Elder Titan|Hoodwink|Dragon Knight|Luna,Gaimin Gladiators,45.61,Gaimin Gladiators,1.62,2.30
2024-05-21,EPL World AM S11,60542,2,124265,x5 Gaming,Fantasy Gaming,Pangolier|Razor|Grimstroke|Muerta|Tusk,Storm Spirit|Hoodwink|Doom|Morphling|Gyrocopter,Fantasy Gaming,-35.44,Fantasy Gaming,2.41,1.48
2024-05-21,RES Regional EU #2,60512,3,124249,Yellow Submarine,Dandelions,Magnus|Clockwerk|Pangolier|Dark Willow|Faceless Void,Io|Keeper of the Light|Razor|Slardar|Timbersaw,Dandelions,33.58,Yellow Submarine,1.65,2.10
2024-05-27,FISSURE Universe Ep.2,60781,2,124921,Tundra Esports,Entity,Primal Beast|Juggernaut|Techies|Phoenix|Dragon Knight,Weaver|Naga Siren|Dark Willow|Razor|Axe,Entity,34.04,Tundra Esports,1.61,2.17
2024-05-27,FISSURE Universe Ep.2,60783,2,124899,OG,Team Secret,Gyrocopter|Magnus|Batrider|Dark Willow|Treant Protector,Templar Assassin|Timbersaw|Rubick|Tiny|Vengeful Spirit,Team Secret,30.01,OG,1.37,2.94
2024-05-28,FISSURE Universe Ep.2,60836,1,124944,Team Secret,MOUZ,Ursa|Centaur Warrunner|Snapfire|Storm Spirit|Phoenix,Dark Seer|Rubick|Leshrac|Oracle|Sven,Team Secret,33.11,Team Secret,1.75,1.96
2024-06-03,Riyadh Masters SA CQ,61300,1,125920,Cuyes Esports,Leviatán,Disruptor|Templar Assassin|Zeus|Tusk|Slardar,Bane|Dark Seer|Io|Chaos Knight|Leshrac,Cuyes Esports,-46.75,Leviatán,1.88,1.85
2024-06-04,Riyadh Masters MENA CQ,61379,4,126093,PSG Quest,Nigma Galaxy,Shadow Shaman|Pugna|Storm Spirit|Juggernaut|Slardar,Timbersaw|Sven|Disruptor|Dark Willow|Dark Seer,PSG Quest,33.57,PSG Quest,1.47,2.58
2024-06-08,RES Series SEA #3,61712,1,126921,MAG.Garuda,Execration,Weaver|Storm Spirit|Rubick|Terrorblade|Beastmaster,Silencer|Void Spirit|Dark Willow|Axe|Troll Warlord,Execration,-35.33,Execration,2.31,1.56
2024-06-09,EPL World AM S11,61910,1,127048,Infinity,Qhali,Leshrac|Oracle|Legion Commander|Dark Willow|Slark,Nyx Assassin|Silencer|Dragon Knight|Brewmaster|Morphling,Infinity,31.43,Infinity,1.24,3.84
2024-06-10,The International 2024: CN CQ,61925,2,127079,Spiky Gaming,Underdog Mentality,Meepo|Winter Wyvern|Dark Willow|Razor|Slardar,Vengeful Spirit|Arc Warden|Enchantress|Shadow Demon|Dragon Knight,Spiky Gaming,34.23,Spiky Gaming,1.18,4.45
2024-06-11,RES Series SEA #3,61988,1,127210,Neon Esports,Outcast,Storm Spirit|Sven|Centaur Warrunner|Disruptor|Winter Wyvern,Dark Seer|Batrider|Chaos Knight|Viper|Tiny,Outcast,31.52,Neon Esports,1.44,2.74
