date,championship,series_id,map_number,hawk_match_id,team1,team2,team1_heroes,team2_heroes,winner,delta,delta_favored_team,team1_odds,team2_odds
2024-01-29,ESL One Birmingham 2024 WEU CQ,55087,1,111783,OG,Tundra Esports,Centaur Warrunner|Grimstroke|Primal Beast|Windranger|Faceless Void,Muerta|Sven|Magnus|Pangolier|Techies,OG,30.09,OG,1.64,2.20
2024-01-29,ESL One Birmingham 2024 WEU CQ,55088,3,111834,Team Secret,Entity,Naga Siren|Enchantress|Ember Spirit|Earthshaker|Rubick,Alchemist|Techies|Meepo|Tidehunter|Hoodwink,Entity,-32.41,Entity,1.85,1.89
2024-01-29,ESL One Birmingham 2024 MENA CQ,55086,2,111810,Nigma Galaxy,PSG Quest,Kunkka|Faceless Void|Magnus|Shadow Demon|Chen,Templar Assassin|Keeper of the Light|Tiny|Mars|Nature's Prophet,PSG Quest,50.36,Nigma Galaxy,2.74,1.42
2024-01-30,ESL One Birmingham 2024 CN CQ,55155,3,111937,G2 x iG,Azure Ray,Mirana|Centaur Warrunner|Gyrocopter|Primal Beast|Chen,Lina|Enchantress|Enigma|Tiny|Naga Siren,G2 x iG,35.51,G2 x iG,2.04,1.72
2024-02-01,European Pro League S16,55228,1,112141,KZ TEAM,SIBE Team,Medusa|Chen|Queen of Pain|Hoodwink|Slardar,Templar Assassin|Tiny|Troll Warlord|Vengeful Spirit|Snapfire,KZ TEAM,37.09,KZ TEAM,1.33,3.01
2024-02-02,European Pro League S16,55292,1,112276,Team Klee,Ninja Penguins,Morphling|Puck|Vengeful Spirit|Timbersaw|Techies,Primal Beast|Weaver|Nature's Prophet|Hoodwink|Pangolier,Team Klee,33.68,Team Klee,1.77,1.98
2024-02-04,BetBoom Dacha Dubai 2024,55340,1,112462,Gaimin Gladiators,Team Liquid,Broodmother|Death Prophet|Vengeful Spirit|Hoodwink|Alchemist,Brewmaster|Pugna|Pangolier|Templar Assassin|Lion,Gaimin Gladiators,32.30,Gaimin Gladiators,1.70,2.15
2024-02-04,New Year Cup,55351,1,112468,Made in Philippines,Me Parb,Faceless Void|Chen|Rubick|Slardar|Brewmaster,Batrider|Naga Siren|Lina|Doom|Hoodwink,Me Parb,-34.12,Me Parb,1.60,2.25
2024-02-05,New Year Cup,55407,2,112568,Polaris Esports,Ardour,Viper|Tiny|Meepo|Jakiro|Sniper,Elder Titan|Sand King|Vengeful Spirit|Lina|Keeper of the Light,Ardour,-40.56,Ardour,3.15,1.33
2024-02-06,RES Regional Series: SEA #1,55451,2,112715,MAG.Nirvana,Batam Pride,Dragon Knight|Faceless Void|Zeus|Enchantress|Pudge,Hoodwink|Crystal Maiden|Meepo|Arc Warden|Centaur Warrunner,Batam Pride,-33.00,Batam Pride,2.88,1.34
2024-02-06,Blizzard Brawl New Year Decider,55457,2,112650,Team Freedom,Fortress Gaming,Luna|Vengeful Spirit|Timbersaw|Ogre Magi|Death Prophet,Keeper of the Light|Grimstroke|Magnus|Phantom Lancer|Lion,Team Freedom,-30.18,Fortress Gaming,1.56,2.33
2024-02-08,BetBoom Dacha Dubai 2024,55533,1,112834,Team Liquid,LGD Gaming,Enchantress|Pangolier|Slark|Timbersaw|Techies,Marci|Weaver|Queen of Pain|Lion|Mars,LGD Gaming,-32.63,LGD Gaming,1.55,2.35
2024-02-08,BetBoom Dacha Dubai 2024,55534,2,112943,Team Spirit,OG,Pudge|Kunkka|Shadow Demon|Vengeful Spirit|Naga Siren,Brewmaster|Techies|Dragon Knight|Windranger|Slark,Team Spirit,33.48,Team Spirit,1.30,3.40
2024-02-08,BetBoom Dacha Dubai 2024,55531,1,112833,Team Falcons,Aurora,Lion|Nature's Prophet|Mars|Sven|Storm Spirit,Techies|Dragon Knight|Dawnbreaker|Lone Druid|Shadow Demon,Aurora,-31.29,Aurora,1.45,2.80
2024-02-12,EPL World AM S9,55738,1,113326,Infinity,Lava Esports,Naga Siren|Grimstroke|Pangolier|Winter Wyvern|Centaur Warrunner,Dragon Knight|Visage|Bloodseeker|Enigma|Tusk,Lava Esports,34.40,Infinity,1.27,3.54
2024-02-13,BetBoom Dacha Dubai 2024,55789,2,113503,Team Falcons,Azure Ray,Razor|Dragon Knight|Mirana|Timbersaw|Tusk,Primal Beast|Hoodwink|Viper|Luna|Crystal Maiden,Team Falcons,-34.76,Azure Ray,1.90,1.90
2024-02-16,NADCL S6 D1,55959,2,113856,Sporkface Killaz,The Honored Vanguard Veterans,Naga Siren|Hoodwink|Dark Seer|Ancient Apparition|Primal Beast,Bane|Grimstroke|Dragon Knight|Chen|Alchemist,Sporkface Killaz,74.30,Sporkface Killaz,1.53,2.40
2024-02-16,EPL World AM S9,55920,2,113851,Invaders,Universitario Esports,Mars|Templar Assassin|Lion|Viper|Medusa,Dragon Knight|Nature's Prophet|Queen of Pain|Morphling|Skywrath Mage,Invaders,30.33,Invaders,1.34,2.86
2024-02-19,Games of the Future 2024,56013,1,113966,Geek Fam,BOOM Esports,Zeus|Hoodwink|Doom|Naga Siren|Mirana,Medusa|Crystal Maiden|Lion|Alchemist|Mars,Geek Fam,-38.66,BOOM Esports,2.14,1.69
2024-02-19,Games of the Future 2024,56013,3,114069,Geek Fam,BOOM Esports,Undying|Luna|Doom|Hoodwink|Pangolier,Techies|Medusa|Enigma|Lion|Primal Beast,BOOM Esports,-35.32,BOOM Esports,1.72,2.05
2024-02-20,EPL World AM S9,56103,2,114206,Los Motis,Invaders,Beastmaster|Queen of Pain|Clockwerk|Techies|Morphling,Timbersaw|Grimstroke|Kunkka|Medusa|Enchantress,Invaders,-33.89,Invaders,1.70,2.08
2024-02-20,EPL World AM S9,56103,3,114208,Los Motis,Invaders,Medusa|Primal Beast|Tusk|Grimstroke|Tidehunter,Magnus|Dark Willow|Dark Seer|Chen|Faceless Void,Invaders,-44.41,Invaders,1.71,2.06
2024-02-20,Games of the Future 2024,56085,1,114142,Invictus Gaming,Neon Esports,Chen|Medusa|Mars|Pangolier|Vengeful Spirit,Batrider|Primal Beast|Ancient Apparition|Puck|Alchemist,Neon Esports,-32.32,Neon Esports,1.25,3.80
2024-02-20,Games of the Future 2024,56085,2,114154,Invictus Gaming,Neon Esports,Naga Siren|Chen|Lion|Puck|Dragon Knight,Primal Beast|Winter Wyvern|Sniper|Rubick|Slark,Invictus Gaming,-46.80,Neon Esports,1.30,3.30
2024-02-21,Games of the Future 2024,56106,1,114195,Azure Ray,Geek Fam,Centaur Warrunner|Arc Warden|Huskar|Lion|Elder Titan,Rubick|Dragon Knight|Mirana|Templar Assassin|Naga Siren,Geek Fam,-33.24,Geek Fam,1.30,3.30
2024-02-21,Games of the Future 2024,56105,2,114268,Entity,Beastcoast,Morphling|Batrider|Timbersaw|Pangolier|Vengeful Spirit,Windranger|Bloodseeker|Tusk|Magnus|Grimstroke,Entity,-38.73,Beastcoast,1.22,4.05
2024-02-22,Ace Americas 2024 S1,56185,2,114428,Qhali,AcatSuki,Primal Beast|Grimstroke|Luna|Tiny|Techies,Lion|Phantom Assassin|Marci|Hoodwink|Magnus,Qhali,32.00,Qhali,2.49,1.50
2024-02-22,Opus League,56157,1,114327,Ardour,MAG.Nirvana,Shadow Demon|Slark|Centaur Warrunner|Vengeful Spirit|Storm Spirit,Zeus|Bloodseeker|Luna|Clockwerk|Batrider,MAG.Nirvana,36.62,Ardour,2.56,1.47
2024-02-22,Blizzard Brawl New Year Decider,56159,1,114312,Team Freedom,Sunset Esports,Tiny|Timbersaw|Chen|Crystal Maiden|Luna,Keeper of the Light|Lion|Slark|Vengeful Spirit|Doom,Team Freedom,30.69,Team Freedom,1.87,1.87
2024-02-23,Opus League,56164,1,114416,Ardour,Made in Philippines,Troll Warlord|Chen|Night Stalker|Winter Wyvern|Clockwerk,Techies|Mirana|Outworld Destroyer|Primal Beast|Faceless Void,Ardour,-36.05,Made in Philippines,1.60,2.25
2024-02-25,United Series 1,56345,2,114783,Kaiser,Hokori,Mirana|Pangolier|Naga Siren|Doom|Dark Seer,Treant Protector|Dragon Knight|Beastmaster|Hoodwink|Medusa,Hokori,55.58,Kaiser,1.72,2.05
2024-02-25,DreamLeague S 22,56270,2,114742,Tundra Esports,Xtreme Gaming,Batrider|Elder Titan|Templar Assassin|Primal Beast|Night Stalker,Oracle|Centaur Warrunner|Faceless Void|Crystal Maiden|Viper,Xtreme Gaming,-37.14,Xtreme Gaming,2.44,1.52
2024-02-25,DreamLeague S 22,56264,2,114704,1win Team,Team Liquid,Tiny|Windranger|Tusk|Lion|Timbersaw,Brewmaster|Rubick|Puck|Muerta|Luna,Team Liquid,-30.95,Team Liquid,3.75,1.25
2024-02-25,DreamLeague S 22,56259,1,114550,Team Falcons,Azure Ray,Doom|Slark|Crystal Maiden|Hoodwink|Pangolier,Tiny|Anti-Mage|Magnus|Leshrac|Enigma,Azure Ray,-39.75,Azure Ray,1.65,2.25
2024-02-26,DreamLeague S 22,56327,1,114724,1win Team,Team Secret,Medusa|Pangolier|Tiny|Death Prophet|Chen,Mirana|Hoodwink|Naga Siren|Timbersaw|Anti-Mage,Team Secret,-37.62,Team Secret,2.25,1.65
2024-02-27,DreamLeague S 22,56359,1,114771,Team Liquid,Tundra Esports,Doom|Puck|Rubick|Shadow Demon|Weaver,Tiny|Batrider|Brewmaster|Elder Titan|Luna,Tundra Esports,49.20,Team Liquid,1.55,2.35
2024-02-27,DreamLeague S 22,56358,2,114997,Virtus.pro,Team Falcons,Pugna|Naga Siren|Huskar|Mirana|Doom,Lion|Medusa|Crystal Maiden|Mars|Earthshaker,Team Falcons,-40.19,Team Falcons,2.90,1.38
2024-02-28,DreamLeague S 22,56370,1,114781,Tundra Esports,1win Team,Elder Titan|Brewmaster|Tiny|Hoodwink|Luna,Muerta|Puck|Naga Siren|Mars|Phoenix,Tundra Esports,-68.41,1win Team,1.42,2.70
2024-02-28,European Pro League S17 div 2,56470,2,115082,Passion UA,HAVU Gaming,Kunkka|Medusa|Techies|Batrider|Earthshaker,Doom|Snapfire|Mirana|Shadow Demon|Naga Siren,Passion UA,33.44,Passion UA,1.35,3.06
2024-02-29,Opus League,56499,1,115145,Team Freedom,MAG.Nirvana,Undying|Lion|Primal Beast|Queen of Pain|Medusa,Marci|Techies|Pudge|Timbersaw|Void Spirit,Team Freedom,30.30,Team Freedom,1.95,1.70
2024-03-01,NADCL S6 D1,56572,1,115323,Sporkface Killaz,copeDAO,Pangolier|Brewmaster|Troll Warlord|Chen|Hoodwink,Timbersaw|Enchantress|Alchemist|Naga Siren|Muerta,Sporkface Killaz,-54.29,copeDAO,1.65,2.16
2024-03-01,RES - Regional Series LATAM 1,56563,1,115304,AcatSuki,South Team,Tusk|Pangolier|Phantom Lancer|Batrider|Death Prophet,Enigma|Puck|Crystal Maiden|Tiny|Morphling,AcatSuki,-31.53,South Team,1.40,2.81
2024-03-01,RES - Regional Series LATAM 1,56563,2,115310,AcatSuki,South Team,Tiny|Lone Druid|Windranger|Chen|Gyrocopter,Brewmaster|Ember Spirit|Timbersaw|Lion|Grimstroke,South Team,52.35,AcatSuki,1.41,2.77
2024-03-01,European Pro League S17 div 2,56545,2,115298,Passion UA,Nightshade Esports,Kunkka|Sven|Enchantress|Puck|Crystal Maiden,Dark Seer|Meepo|Tiny|Venomancer|Bounty Hunter,Nightshade Esports,48.34,Passion UA,1.58,2.28
2024-03-01,DreamLeague S 22,56523,2,115292,BetBoom Team,OG,Storm Spirit|Slardar|Chen|Meepo|Shadow Demon,Terrorblade|Keeper of the Light|Hoodwink|Dragon Knight|Ember Spirit,BetBoom Team,46.27,BetBoom Team,1.55,2.40
2024-03-02,DreamLeague S 22,56560,2,115411,Gaimin Gladiators,Shopify Rebellion,Troll Warlord|Windranger|Void Spirit|Magnus|Vengeful Spirit,Lion|Outworld Destroyer|Medusa|Mars|Elder Titan,Gaimin Gladiators,-30.23,Shopify Rebellion,1.87,1.87
2024-03-02,European Pro League S17 div 2,56571,2,115386,Night Pulse,Passion UA,Leshrac|Undying|Faceless Void|Tiny|Magnus,Rubick|Windranger|Batrider|Kunkka|Phantom Lancer,Night Pulse,32.58,Night Pulse,2.65,1.44
2024-03-04,DreamLeague S 22,56615,1,115429,Xtreme Gaming,Aurora,Primal Beast|Mirana|Lifestealer|Anti-Mage|Phoenix,Medusa|Razor|Crystal Maiden|Kunkka|Batrider,Xtreme Gaming,37.71,Xtreme Gaming,1.51,2.45
2024-03-05,DreamLeague S 22,56642,2,115631,BetBoom Team,Gaimin Gladiators,Puck|Lion|Undying|Mars|Medusa,Anti-Mage|Centaur Warrunner|Razor|Gyrocopter|Crystal Maiden,Gaimin Gladiators,-31.38,Gaimin Gladiators,1.70,2.08
2024-03-06,DreamLeague S 22,56680,1,115571,Shopify Rebellion,Xtreme Gaming,Lion|Arc Warden|Templar Assassin|Phoenix|Mars,Shadow Demon|Doom|Void Spirit|Lifestealer|Terrorblade,Xtreme Gaming,-32.53,Xtreme Gaming,2.29,1.58
2024-03-06,DreamLeague S 22,56680,2,115824,Shopify Rebellion,Xtreme Gaming,Mirana|Centaur Warrunner|Death Prophet|Rubick|Sven,Techies|Dragon Knight|Templar Assassin|Ursa|Grimstroke,Shopify Rebellion,-32.27,Xtreme Gaming,2.40,1.55
2024-03-06,DreamLeague S 22,56679,1,115570,Gaimin Gladiators,OG,Dragon Knight|Brewmaster|Terrorblade|Mirana|Crystal Maiden,Phoenix|Invoker|Centaur Warrunner|Naga Siren|Techies,Gaimin Gladiators,-35.35,OG,1.60,2.25
2024-03-06,European Pro League S17 div 2,56782,2,115789,Nightshade Esports,Monte,Slardar|Undying|Techies|Dragon Knight|Terrorblade,Storm Spirit|Tiny|Sven|Mirana|Viper,Nightshade Esports,31.34,Nightshade Esports,2.23,1.62
2024-03-08,European Pro League S17 div 2,56854,3,116081,Monte,Nightshade Esports,Beastmaster|Primal Beast|Troll Warlord|Grimstroke|Tiny,Medusa|Death Prophet|Nyx Assassin|Invoker|Centaur Warrunner,Monte,-30.31,Nightshade Esports,1.50,2.40
2024-03-11,Elite League WEU CQ,57042,2,116375,Nightshade Esports,rest farmers,Lone Druid|Timbersaw|Undying|Puck|Nature's Prophet,Lion|Faceless Void|Pugna|Viper|Riki,rest farmers,-32.02,rest farmers,3.35,1.30
2024-03-11,Elite League CN CQ,57013,1,116296,Team Bright,Eagle,Mirana|Gyrocopter|Storm Spirit|Mars|Crystal Maiden,Razor|Naga Siren|Dragon Knight|Shadow Demon|Techies,Eagle,31.07,Team Bright,1.50,2.40
2024-03-12,Elite League NA CQ,57142,1,116558,GRIN Esports,Nouns,Phoenix|Faceless Void|Primal Beast|Ember Spirit|Pugna,Tiny|Naga Siren|Mars|Crystal Maiden|Storm Spirit,Nouns,35.57,GRIN Esports,5.35,1.13
2024-03-12,Elite League WEU CQ,57130,1,116538,Entity,MOUZ,Morphling|Brewmaster|Batrider|Terrorblade|Puck,Dark Seer|Earthshaker|Leshrac|Phantom Assassin|Bane,Entity,-49.09,MOUZ,1.68,2.11
2024-03-12,Elite League WEU CQ,57090,2,116504,Ninja Penguins,MOUZ,Pangolier|Timbersaw|Elder Titan|Shadow Shaman|Arc Warden,Gyrocopter|Puck|Terrorblade|Shadow Demon|Omniknight,MOUZ,-47.06,MOUZ,2.94,1.37
2024-03-12,Elite League CN CQ,57105,1,116459,Team Bright,The goal of all life is death,Tiny|Puck|Death Prophet|Chen|Morphling,Winter Wyvern|Undying|Primal Beast|Luna|Meepo,The goal of all life is death,-34.79,The goal of all life is death,1.52,2.35
2024-03-12,Elite League CN CQ,57105,2,116466,Team Bright,The goal of all life is death,Templar Assassin|Naga Siren|Hoodwink|Chen|Pangolier,Puck|Winter Wyvern|Mars|Crystal Maiden|Troll Warlord,Team Bright,-37.53,The goal of all life is death,1.47,2.58
2024-03-13,Elite League WEU CQ,57184,1,116666,MOUZ,rest farmers,Terrorblade|Pangolier|Dark Seer|Centaur Warrunner|Bane,Ember Spirit|Enigma|Chen|Gyrocopter|Tiny,rest farmers,-51.92,rest farmers,1.34,3.09
2024-03-14,Elite League SA CQ,57257,1,116833,Lava Esports,Estar backs,Crystal Maiden|Alchemist|Zeus|Kunkka|Doom,Shadow Demon|Dark Seer|Batrider|Elder Titan|Faceless Void,Estar backs,33.26,Lava Esports,3.29,1.31
2024-03-14,Elite League EEU CQ,57201,2,116784,L1ga Team,Nemiga Gaming,Skywrath Mage|Doom|Primal Beast|Enchantress|Alchemist,Phantom Assassin|Tiny|Techies|Keeper of the Light|Pugna,L1ga Team,30.16,L1ga Team,1.32,3.10
2024-03-14,Elite League SEA CQ,57148,2,116729,Geek Fam,Team Darleng 2.0,Pangolier|Dark Willow|Razor|Gyrocopter|Io,Windranger|Faceless Void|Mirana|Terrorblade|Leshrac,Geek Fam,-35.46,Team Darleng 2.0,1.32,3.10
2024-03-15,Elite League EEU CQ,57285,1,116920,Night Pulse,L1ga Team,Tiny|Gyrocopter|Techies|Magnus|Naga Siren,Rubick|Juggernaut|Mars|Crystal Maiden|Templar Assassin,Night Pulse,-33.23,L1ga Team,2.80,1.38
2024-03-16,Elite League EEU CQ,57360,1,117081,Yellow Submarine,9Pandas,Crystal Maiden|Primal Beast|Rubick|Dark Seer|Sven,Pugna|Mars|Naga Siren|Skywrath Mage|Arc Warden,9Pandas,60.33,Yellow Submarine,1.92,1.82
2024-03-16,Elite League SEA CQ,57293,2,117021,Geek Fam,Talon Esports,Pangolier|Brewmaster|Lion|Medusa|Terrorblade,Shadow Demon|Centaur Warrunner|Leshrac|Mirana|Lifestealer,Talon Esports,-31.38,Talon Esports,1.85,1.85
2024-03-20,DreamLeague S23 EEU CQ,57684,2,117652,L1ga Team,Night Pulse,Techies|Mars|Batrider|Templar Assassin|Alchemist,Puck|Enchantress|Faceless Void|Crystal Maiden|Tidehunter,Night Pulse,-34.52,Night Pulse,1.47,2.58
2024-03-21,DreamLeague S23 NA CQ,57783,2,117851,team_monkeys-,Fart Studios,Pangolier|Chen|Omniknight|Troll Warlord|Hoodwink,Primal Beast|Razor|Mirana|Sven|Crystal Maiden,team_monkeys-,-33.40,Fart Studios,1.45,2.60
2024-03-21,DreamLeague S23 NA CQ,57692,2,117677,SoSteam,Fart Studios,Leshrac|Lifestealer|Tiny|Razor|Chen,Mirana|Crystal Maiden|Mars|Queen of Pain|Faceless Void,Fart Studios,-36.56,Fart Studios,3.46,1.28
2024-03-22,DreamLeague S23 CN CQ,57709,1,117864,G2 x iG,Dark Horse,Chen|Troll Warlord|Meepo|Lion|Pangolier,Faceless Void|Techies|Kunkka|Phoenix|Razor,G2 x iG,-30.68,Dark Horse,1.11,5.91
2024-03-23,DreamLeague S23 CN CQ,57907,3,118115,Dark Horse,KEV,Techies|Meepo|Naga Siren|Lion|Windranger,Grimstroke|Ember Spirit|Weaver|Razor|Tusk,Dark Horse,36.10,Dark Horse,3.59,1.26
2024-03-24,DreamLeague S23 SA CQ,58043,3,118392,Heroic,Estar backs,Huskar|Shadow Demon|Primal Beast|Weaver|Clockwerk,Pangolier|Luna|Magnus|Grimstroke|Batrider,Estar backs,33.21,Heroic,1.46,2.60
